ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2016-03-21,'000858,Îå Á¸ Òº,26.4,26.84,25.93,26.11,26.1,0.3,1.1494,1.5188,57654393,1514392893.51,1.00213521408e+11,1.00213521408e+11
2016-03-18,'000858,Îå Á¸ Òº,26.1,26.35,25.18,25.57,25.5,0.6,2.3529,1.1099,42131894,1088017494.82,99074731392.0,99074731392.0
2016-03-17,'000858,Îå Á¸ Òº,25.5,25.73,25.07,25.48,25.28,0.22,0.8703,0.4672,17735944,451183177.95,96797151360.0,96797151360.0
2016-03-16,'000858,Îå Á¸ Òº,25.28,25.7,24.91,25.41,25.52,-0.24,-0.9404,0.3395,12887219,327244537.44,95962038681.6,95962038681.6
2016-03-15,'000858,Îå Á¸ Òº,25.52,25.85,24.92,25.31,25.45,0.07,0.275,0.5414,20551996,519837161.11,96873070694.4,96873070694.4
2016-03-14,'000858,Îå Á¸ Òº,25.45,26.46,25.38,25.61,25.4,0.05,0.1969,0.845,32075208,830571567.97,96607353024.0,96607353024.0
2016-03-11,'000858,Îå Á¸ Òº,25.4,25.8,24.86,25.15,25.14,0.26,1.0342,0.511,19397001,492338211.57,96417554688.0,96417554688.0
2016-03-10,'000858,Îå Á¸ Òº,25.14,25.55,24.61,24.7,24.79,0.35,1.4119,0.7029,26682077,675366569.05,95430603340.8,95430603340.8
2016-03-09,'000858,Îå Á¸ Òº,24.79,24.9,24.2,24.62,25.06,-0.27,-1.0774,0.433,16436965,405433597.18,94102014988.8,94102014988.8
2016-03-08,'000858,Îå Á¸ Òº,25.06,25.31,24.52,25.31,25.36,-0.3,-1.183,0.4782,18150443,451266095.93,95126926003.2,95126926003.2
2016-03-07,'000858,Îå Á¸ Òº,25.36,25.83,25.05,25.31,25.17,0.19,0.7549,0.9807,37225431,946537596.01,96265716019.2,96265716019.2
2016-03-04,'000858,Îå Á¸ Òº,25.17,25.49,24.31,24.44,24.5,0.67,2.7347,1.3927,52867652,1323824425.65,95544482342.4,95544482342.4
2016-03-03,'000858,Îå Á¸ Òº,24.5,25.19,23.87,23.92,23.87,0.63,2.6393,0.9687,36772467,907878875.45,93001184640.0,93001184640.0
2016-03-02,'000858,Îå Á¸ Òº,23.87,23.95,22.81,22.81,22.83,1.04,4.5554,0.6526,24773006,580947741.66,90609725606.4,90609725606.4
2016-03-01,'000858,Îå Á¸ Òº,22.83,23.04,22.42,22.55,22.46,0.37,1.6474,0.2984,11328145,256938021.75,86661920217.6,86661920217.6
2016-02-29,'000858,Îå Á¸ Òº,22.46,23.59,22.31,23.4,23.44,-0.98,-4.1809,0.4609,17495439,396522180.54,85257412531.2,85257412531.2
2016-02-26,'000858,Îå Á¸ Òº,23.44,23.82,22.93,23.18,23.08,0.36,1.5598,0.2848,10812376,251715040.06,88977459916.8,88977459916.8
2016-02-25,'000858,Îå Á¸ Òº,23.08,24.2,22.81,24.19,24.19,-1.11,-4.5887,0.5788,21971999,516805339.82,87610911897.6,87610911897.6
2016-02-24,'000858,Îå Á¸ Òº,24.19,24.21,23.7,23.8,24.0,0.19,0.7917,0.5084,19297475,461961323.8,91824434956.8,91824434956.8
2016-02-23,'000858,Îå Á¸ Òº,24.0,24.36,23.64,23.9,23.85,0.15,0.6289,0.6945,26363902,632952903.91,91103201280.0,91103201280.0
2016-02-22,'000858,Îå Á¸ Òº,23.85,23.96,23.33,23.5,23.3,0.55,2.3605,0.6063,23016568,544993654.06,90533806272.0,90533806272.0
2016-02-19,'000858,Îå Á¸ Òº,23.3,23.47,23.0,23.38,23.45,-0.15,-0.6397,0.4702,17849781,414793853.78,88446024576.0,88446024576.0
2016-02-18,'000858,Îå Á¸ Òº,23.45,24.1,23.37,24.06,23.94,-0.49,-2.0468,0.5516,20938087,496341915.67,89015419584.0,89015419584.0
2016-02-17,'000858,Îå Á¸ Òº,23.94,24.15,23.71,24.0,24.04,-0.1,-0.416,0.2686,10195224,243537073.08,90875443276.8,90875443276.8
2016-02-16,'000858,Îå Á¸ Òº,24.04,24.13,23.34,23.39,23.27,0.77,3.309,0.3449,13093245,312618868.65,91255039948.8,91255039948.8
2016-02-15,'000858,Îå Á¸ Òº,23.27,23.44,22.8,23.3,23.68,-0.41,-1.7314,0.3378,12821395,296921845.7,88332145574.4,88332145574.4
2016-02-05,'000858,Îå Á¸ Òº,23.68,24.47,23.67,24.36,24.32,-0.64,-2.6316,0.3603,13675586,327003583.78,89888491929.6,89888491929.6
2016-02-04,'000858,Îå Á¸ Òº,24.32,24.63,24.27,24.35,24.29,0.03,0.1235,0.3311,12569261,307055421.63,92317910630.4,92317910630.4
2016-02-03,'000858,Îå Á¸ Òº,24.29,24.29,23.86,24.01,24.2,0.09,0.3719,0.1899,7208472,173616633.46,92204031628.8,92204031628.8
2016-02-02,'000858,Îå Á¸ Òº,24.2,24.57,24.05,24.05,24.02,0.18,0.7494,0.3424,12997016,316101855.12,91862394624.0,91862394624.0
2016-02-01,'000858,Îå Á¸ Òº,24.02,24.45,23.55,23.66,23.66,0.36,1.5216,0.4709,17873452,431576062.04,91179120614.4,91179120614.4
2016-01-29,'000858,Îå Á¸ Òº,23.66,23.89,22.68,22.68,22.68,0.98,4.321,0.4356,16534325,387052159.82,89812572595.2,89812572595.2
2016-01-28,'000858,Îå Á¸ Òº,22.68,23.28,22.6,22.95,22.95,-0.27,-1.1765,0.2769,10510214,241189065.54,86092525209.6,86092525209.6
2016-01-27,'000858,Îå Á¸ Òº,22.95,23.7,22.51,23.58,23.55,-0.6,-2.5478,0.492,18677271,428811667.85,87117436224.0,87117436224.0
2016-01-26,'000858,Îå Á¸ Òº,23.55,24.69,23.3,24.37,24.44,-0.89,-3.6416,0.4657,17676424,426670661.67,89395016256.0,89395016256.0
2016-01-25,'000858,Îå Á¸ Òº,24.44,24.53,24.1,24.3,24.08,0.36,1.495,0.3239,12293557,299734982.98,92773426636.8,92773426636.8
2016-01-22,'000858,Îå Á¸ Òº,24.08,24.4,23.7,24.33,24.04,0.04,0.1664,0.3097,11754508,282318771.03,91406878617.6,91406878617.6
2016-01-21,'000858,Îå Á¸ Òº,24.04,24.94,24.01,24.28,24.61,-0.57,-2.3161,0.5053,19179163,469461043.65,91255039948.8,91255039948.8
2016-01-20,'000858,Îå Á¸ Òº,24.61,24.94,24.0,24.76,24.91,-0.3,-1.2043,0.5738,21781607,531969196.25,93418740979.2,93418740979.2
2016-01-19,'000858,Îå Á¸ Òº,24.91,24.91,23.88,23.93,23.94,0.97,4.0518,0.5893,22370886,549500913.09,94557530995.2,94557530995.2
2016-01-18,'000858,Îå Á¸ Òº,23.94,24.21,23.25,23.41,23.6,0.34,1.4407,0.4883,18535795,443340880.25,90875443276.8,90875443276.8
2016-01-15,'000858,Îå Á¸ Òº,23.6,24.6,23.45,24.21,24.3,-0.7,-2.8807,0.5212,19783361,475468287.91,89584814592.0,89584814592.0
2016-01-14,'000858,Îå Á¸ Òº,24.3,24.56,23.41,23.6,24.11,0.19,0.7881,0.5606,21279020,512968405.66,92241991296.0,92241991296.0
2016-01-13,'000858,Îå Á¸ Òº,24.11,24.92,24.02,24.24,24.08,0.03,0.1246,0.7663,29089274,712525894.22,91520757619.2,91520757619.2
2016-01-12,'000858,Îå Á¸ Òº,24.08,24.54,23.83,24.5,24.07,0.01,0.0415,0.5464,20740719,501339606.06,91406878617.6,91406878617.6
2016-01-11,'000858,Îå Á¸ Òº,24.07,25.85,23.93,25.45,25.91,-1.84,-7.1015,0.9727,36922859,917948521.66,91368918950.4,91368918950.4
2016-01-08,'000858,Îå Á¸ Òº,25.91,26.46,24.51,25.68,25.28,0.63,2.4921,0.8499,32262722,831205822.75,98353497715.2,98353497715.2
2016-01-07,'000858,Îå Á¸ Òº,25.28,26.27,25.13,26.27,26.58,-1.3,-4.8909,0.1746,6628601,170483989.25,95962038681.6,95962038681.6
2016-01-06,'000858,Îå Á¸ Òº,26.58,26.88,25.74,25.91,26.0,0.58,2.2308,0.8385,31830538,839001115.71,1.00896795418e+11,1.00896795418e+11
2016-01-05,'000858,Îå Á¸ Òº,26.0,26.58,25.12,25.5,25.67,0.33,1.2855,0.9835,37333699,969314176.91,98695134720.0,98695134720.0
2016-01-04,'000858,Îå Á¸ Òº,25.67,27.45,25.5,27.38,27.28,-1.61,-5.9018,0.598,22700240,601351716.14,97442465702.4,97442465702.4
