日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2016-12-30,'000651,格力电器,24.62,25.05,24.62,24.89,24.83,-0.21,-0.8458,0.7811,46987142,1166376011.16,1.48107294216e+11,1.48107294216e+11
2016-12-29,'000651,格力电器,24.83,25.05,24.61,24.86,24.94,-0.11,-0.4411,0.7549,45414631,1128873095.87,1.49370597701e+11,1.49370597701e+11
2016-12-28,'000651,格力电器,24.94,25.26,24.8,25.09,24.97,-0.03,-0.1201,0.9469,56961122,1420952924.06,1.50032328097e+11,1.50032328097e+11
2016-12-27,'000651,格力电器,24.97,25.31,24.5,24.56,24.62,0.35,1.4216,1.7085,102777009,2572493084.98,1.50212800024e+11,1.50212800024e+11
2016-12-26,'000651,格力电器,24.62,24.64,23.68,23.9,24.09,0.53,2.2001,1.2642,76051392,1845764749.83,1.48107294216e+11,1.48107294216e+11
2016-12-23,'000651,格力电器,24.09,24.5,24.03,24.47,24.66,-0.57,-2.3114,1.1811,71052822,1719570596.48,1.44918956851e+11,1.44918956851e+11
2016-12-22,'000651,格力电器,24.66,24.89,24.23,24.29,24.2,0.46,1.9008,1.8331,110271642,2709628767.89,1.48347923451e+11,1.48347923451e+11
2016-12-21,'000651,格力电器,24.2,24.24,23.92,24.11,24.0,0.2,0.8333,1.1138,67003765,1614040740.49,1.45580687248e+11,1.45580687248e+11
2016-12-20,'000651,格力电器,24.0,24.35,23.68,24.03,24.16,-0.16,-0.6623,1.4175,85273631,2044278342.6,1.44377541072e+11,1.44377541072e+11
2016-12-19,'000651,格力电器,24.16,25.03,24.1,25.0,24.99,-0.83,-3.3213,1.7517,105377611,2582589856.84,1.45340058012e+11,1.45340058012e+11
2016-12-16,'000651,格力电器,24.99,25.2,24.35,24.7,24.75,0.24,0.9697,1.928,115983707,2882171228.97,1.50333114641e+11,1.50333114641e+11
2016-12-15,'000651,格力电器,24.75,25.55,24.5,25.31,25.3,-0.55,-2.1739,2.6291,158157239,3933305825.71,1.4888933923e+11,1.4888933923e+11
2016-12-14,'000651,格力电器,25.3,25.87,25.1,25.7,25.54,-0.24,-0.9397,2.1547,129619186,3309430742.2,1.52197991213e+11,1.52197991213e+11
2016-12-13,'000651,格力电器,25.54,25.9,24.73,25.48,25.34,0.2,0.7893,2.419,145517551,3694550205.78,1.53641766624e+11,1.53641766624e+11
2016-12-12,'000651,格力电器,25.34,26.29,25.04,26.21,26.99,-1.65,-6.1134,3.9388,236945486,6119212258.09,1.52438620449e+11,1.52438620449e+11
2016-12-09,'000651,格力电器,26.99,27.17,26.16,26.24,26.24,0.75,2.8582,3.7977,228457651,6125510927.91,1.62364576397e+11,1.62364576397e+11
2016-12-08,'000651,格力电器,26.24,26.76,25.89,26.17,26.19,0.05,0.1909,2.6036,156625522,4119794175.99,1.57852778239e+11,1.57852778239e+11
2016-12-07,'000651,格力电器,26.19,26.45,25.7,26.01,26.33,-0.14,-0.5317,2.8063,168821109,4390706569.03,1.57551991695e+11,1.57551991695e+11
2016-12-06,'000651,格力电器,26.33,27.29,25.4,25.73,25.88,0.45,1.7388,5.2044,313085431,8266878824.4,1.58394194018e+11,1.58394194018e+11
2016-12-05,'000651,格力电器,25.88,27.0,25.88,26.66,28.76,-2.88,-10.0139,6.0167,361948524,9492806894.18,1.55687115123e+11,1.55687115123e+11
2016-12-02,'000651,格力电器,28.76,30.15,28.63,30.0,30.59,-1.83,-5.9823,5.3063,319213665,9348845369.99,1.73012420051e+11,1.73012420051e+11
2016-12-01,'000651,格力电器,30.59,31.32,29.88,30.0,28.47,2.12,7.4464,7.8881,474525778,14612061480.3,1.84021207558e+11,1.84021207558e+11
2016-11-30,'000651,格力电器,0.0,0.0,0.0,0.0,28.47,None,None,0.0,0,0.0,1.71267858097e+11,1.71267858097e+11
2016-11-29,'000651,格力电器,0.0,0.0,0.0,0.0,28.47,None,None,0.0,0,0.0,1.71267858097e+11,1.71267858097e+11
2016-11-28,'000651,格力电器,28.47,29.39,27.1,27.23,27.23,1.24,4.5538,7.069,425252919,11861315934.5,1.71267858097e+11,1.71267858097e+11
2016-11-25,'000651,格力电器,27.23,27.3,25.26,26.43,26.38,0.85,3.2221,5.2256,314357507,8319428690.32,1.63808351808e+11,1.63808351808e+11
2016-11-24,'000651,格力电器,26.38,27.0,24.92,25.33,25.55,0.83,3.2485,5.351,321903552,8397362439.51,1.58694980562e+11,1.58694980562e+11
2016-11-23,'000651,格力电器,25.55,25.55,23.75,23.8,23.23,2.32,9.9871,5.5043,331121983,8218181748.67,1.53701923933e+11,1.53701923933e+11
2016-11-22,'000651,格力电器,23.23,23.78,22.66,22.79,22.8,0.43,1.886,3.7718,226903116,5277780068.64,1.39745428296e+11,1.39745428296e+11
2016-11-21,'000651,格力电器,22.8,23.7,22.4,22.48,22.52,0.28,1.2433,3.3307,200366344,4590813772.6,1.37158664018e+11,1.37158664018e+11
2016-11-18,'000651,格力电器,22.52,22.82,22.19,22.7,22.84,-0.32,-1.4011,1.3103,78822656,1772219106.09,1.35474259373e+11,1.35474259373e+11
2016-11-17,'000651,格力电器,22.84,23.55,22.0,22.0,22.4,0.44,1.9643,3.3724,202874171,4677421233.49,1.37399293254e+11,1.37399293254e+11
2016-11-16,'000651,格力电器,0.0,0.0,0.0,0.0,22.4,None,None,0.0,0,0.0,1.34752371667e+11,1.34752371667e+11
2016-11-15,'000651,格力电器,0.0,0.0,0.0,0.0,22.4,None,None,0.0,0,0.0,1.34752371667e+11,1.34752371667e+11
2016-11-14,'000651,格力电器,0.0,0.0,0.0,0.0,22.4,None,None,0.0,0,0.0,1.34752371667e+11,1.34752371667e+11
2016-11-11,'000651,格力电器,0.0,0.0,0.0,0.0,22.4,None,None,0.0,0,0.0,1.34752371667e+11,1.34752371667e+11
